timestamp,message
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7V7PPVNC4I:i-0d3ad68eb6eb12051"",""arn"":""arn:aws:sts::186711982655:assumed-role/ecsInstanceRole/i-0d3ad68eb6eb12051"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7UUCL4QPX"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7V7PPVNC4I"",""arn"":""arn:aws:iam::186711982655:role/ecsInstanceRole"",""accountId"":""186711982655"",""userName"":""ecsInstanceRole""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T03:08:36Z"",""mfaAuthenticated"":""false""},""ec2RoleDelivery"":""2.0""}},""eventTime"":""2023-05-02T04:27:31Z"",""eventSource"":""ecs.amazonaws.com"",""eventName"":""SubmitTaskStateChange"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""13.52.178.135"",""userAgent"":""Amazon ECS Agent - v1.70.2 (*e28ada64) (linux) (+http://aws.amazon.com/ecs/)"",""requestParameters"":{""cluster"":""news-ec2-cluster"",""reason"":"""",""status"":""RUNNING"",""pullStartedAt"":""May 2, 2023 4:27:30 AM"",""containers"":[{""networkBindings"":[{""bindIP"":""0.0.0.0"",""containerPort"":8080,""hostPort"":32770,""protocol"":""tcp""}],""status"":""RUNNING"",""runtimeId"":""e751316db81598ab0368cbfc07eac677e747bd72effe836017a378381e86e654"",""containerName"":""news-app-container"",""imageDigest"":""sha256:ce59a6f67cfd8a612ee42257b8229ba14d8c33001ab527c48b7b6cf638ca712a""}],""task"":""arn:aws:ecs:us-west-1:186711982655:task/news-ec2-cluster/1c2f8a08fba34cdba016ebfe713804c3"",""pullStoppedAt"":""May 2, 2023 4:27:30 AM""},""responseElements"":{""acknowledgment"":""ack""},""requestID"":""80d5e097-532e-4075-b8cb-d80324cd66d1"",""eventID"":""5b560dc2-166f-4c41-88d3-da2d1021e483"",""readOnly"":false,""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management"",""tlsDetails"":{""tlsVersion"":""TLSv1.2"",""cipherSuite"":""ECDHE-RSA-AES128-GCM-SHA256"",""clientProvidedHostHeader"":""ecs.us-west-1.amazonaws.com""}}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AWSService"",""invokedBy"":""ecs-tasks.amazonaws.com""},""eventTime"":""2023-05-02T04:27:29Z"",""eventSource"":""sts.amazonaws.com"",""eventName"":""AssumeRole"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs-tasks.amazonaws.com"",""userAgent"":""ecs-tasks.amazonaws.com"",""requestParameters"":{""roleArn"":""arn:aws:iam::186711982655:role/ecsTaskExecRole"",""roleSessionName"":""ECSIAMRoleChecker-ccaebc4b-ec66-4241-be0e-854d5e1f24d2""},""responseElements"":{""credentials"":{""accessKeyId"":""ASIASW6HGYI7R6P7J2GZ"",""sessionToken"":""IQoJb3JpZ2luX2VjEK3//////////wEaCXVzLXdlc3QtMSJHMEUCIQCIyygBHoDlhMA+zywU5vnr+duPZyKe1ZrzQ3ePomYGqwIgbcTPy7oOdSDgh8iwGWDwbPjnLsXLvJ/eHmnY1ODO57oqxAIItv//////////ARAAGgwxODY3MTE5ODI2NTUiDJxU7f+YSZLowmpqVyqYAnfn4J+XUoCoRAKDYSjawAWuPXAr5U/7Kvxq4Q27eMRnVIhcAaiEyW8n9SqPhcZbrECe2Tg3Z9aoeifxKhdONc+J8OivA/tr7ETHTDMU4UgloV7lrFfl5bLAhs4f4i19zyY1a0LvwW8Hjpmo2XbDvFHHKeuE2/V237SOk0KFxyjVvS90toqJbERwB2ogcM/7jq3qFNtYinddI1DYXokGDvm1t6TBOnm9JIsQAnuAbwcgrgK3d9x3mn9pum8QoPe0JQhLhWfv6GUy8+5C+d7V7WrN82YGJxI6Pf5cEFo9Nq1xljb2iyoxZGtpwlPS1aS+hPamMUCyuIrHSWPvo8Yeh65YR1jL/r3wfUoaVOOehDokgA24H+3lIYswsaLCogY6mgEbbbi8dz4BMQ6Uz43kU8gKkh3w8X02yImL90z/xF8THMvU8WjmFH9fjWOp3Dgp6w/UwKrSkcmN8wSk71bsD+JlYFHuZWgH5SGQ+aQXAMLlgqZJTg5YZq56xoxzcPmbUfY01zaVct91jpCV3Xk5CP4aykdYbZ2THdnI0qu8jM8MqdpmuyXhQDKrW1V1xGdmJkBmtIqoMp8/ZrOX"",""expiration"":""May 2, 2023, 10:27:29 AM""}},""requestID"":""595ef0c3-a37c-4ad5-8150-d07d318ba195"",""eventID"":""be1333be-ee46-43c8-8b7f-285eba430a93"",""readOnly"":true,""resources"":[{""accountId"":""186711982655"",""type"":""AWS::IAM::Role"",""ARN"":""arn:aws:iam::186711982655:role/ecsTaskExecRole""}],""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""sharedEventID"":""10e310cb-515f-4706-96ab-2a69a765c786"",""eventCategory"":""Management""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AWSService"",""invokedBy"":""ecs-tasks.amazonaws.com""},""eventTime"":""2023-05-02T04:27:30Z"",""eventSource"":""sts.amazonaws.com"",""eventName"":""AssumeRole"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs-tasks.amazonaws.com"",""userAgent"":""ecs-tasks.amazonaws.com"",""requestParameters"":{""roleArn"":""arn:aws:iam::186711982655:role/ecsTaskExecRole"",""roleSessionName"":""1c2f8a08fba34cdba016ebfe713804c3""},""responseElements"":{""credentials"":{""accessKeyId"":""ASIASW6HGYI7Q4D4PHVD"",""sessionToken"":""IQoJb3JpZ2luX2VjEK3//////////wEaCXVzLXdlc3QtMSJIMEYCIQDDum28nxG52Bst3sVzGP8eSuwTZ7BtuF/JKkZvJYnQ9gIhAKWfrysp/V0PxRSW0kPOxlTCuXEPzu0Bs6lgB+a5vWc2KoAECLb//////////wEQABoMMTg2NzExOTgyNjU1IgyoBAi/1j4j5UFo0QAq1AN48W91Eu8dyTKQLUvykCgxn9kwy2Wo9oOJEe3FSSqx+46F70fohitmViBPdr3CtwoeK9YLgy5aAs0VV7CM049P59bsSNNowNWKADzOrqlpA9S0z23ddVMCM1BR2URUQsdnumSTdfx8OGEXM+6KyNvo0nEmChQ8bnHOgxfIP7uyr4pxmXOzJRAvQFj5hVe9nA098JPuXE48qt6KLhCKVKrCHbkx3jvszzlb+RTPERLygQFkkwcfaFXLe0a5EomreBjEgT5Ss7X1KiLD1dr2b1gYy9/xuO2GoJ/ADh41CzfyQNqSMBL9d9z3wgfITh+vxplhtPMG7EOugyIxNCdbPqNxXomV+aV/dD/Wdjse9ExSWlxxMd4OyiIpegcFXMccq9WE6MIk9uX2d6z1IM+dVxD6i2P1C3fCg4OJ3/A/mIj18w3psyT2j/IB9sMiAc7Wqq1DoHbBtBEjUY5ZL70G3FsdTOThMCH4TNcQHwB6WKTza3uWY7NLo/jJdwyiD81FlzpRgKjQucp65L/XWrsHZvfeV9BgbFRwYH/ig2g5zC9iu1ccHet/sXTMcoEx8zxosHXvzMMsI8C3IcyjzOjcQ1n2nXIg4QkJC1RxT9VpdpqVR8LrheQwsqLCogY6pAHoubvuzA95Gi8sqGgiTeI5OJcN6zVdgBSIK69NCEOemV82qUzZoM1RdhmbQO3nRA5HXShL8kDA2aczUMng9wqF2JI0EPqExlhgHwiaspv9vN7qnnZDFTsHh7Wpqz+u4pJBwjGrIYuqTPyf9bkIKTL2EOXupMEbSdTgVkc7PQ+ww3VfmdllgNSUOAWHYnmQNfnGgYpbrlYJP4zFQPqShxCyAq0OdA=="",""expiration"":""May 2, 2023, 10:27:30 AM""}},""requestID"":""d2043b39-b1df-413e-ac32-c8efe10c9f51"",""eventID"":""3ec01009-3549-417f-bd67-6ad7c22d1401"",""readOnly"":true,""resources"":[{""accountId"":""186711982655"",""type"":""AWS::IAM::Role"",""ARN"":""arn:aws:iam::186711982655:role/ecsTaskExecRole""}],""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""sharedEventID"":""91384247-3e43-4e28-9c8e-e4b03f7238a3"",""eventCategory"":""Management""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""IAMUser"",""principalId"":""AIDASW6HGYI72ZUIZIVCM"",""arn"":""arn:aws:iam::186711982655:user/CS218"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7RXAYT4VZ"",""userName"":""CS218"",""sessionContext"":{""sessionIssuer"":{},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-01T17:11:13Z"",""mfaAuthenticated"":""false""}}},""eventTime"":""2023-05-02T04:27:22Z"",""eventSource"":""logs.amazonaws.com"",""eventName"":""GetLogEvents"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""98.33.119.168"",""userAgent"":""AWS Internal"",""requestParameters"":{""logGroupName"":""/aws/lambda/s3-data-to-elastic-search"",""logStreamName"":""2023/05/02/[$LATEST]e713466725ef4d33a12ced46b63d840d"",""nextToken"":""b/37532091335684705372445912042045709032446727314384879616/s"",""limit"":200,""startFromHead"":true,""unmask"":false},""responseElements"":null,""requestID"":""877c02be-3f62-4b19-87b7-5a1379d2b834"",""eventID"":""a79c6595-6ac5-4597-9324-dac9a1f7506f"",""readOnly"":true,""resources"":[{""accountId"":""186711982655"",""type"":""AWS::Logs::LogStream"",""ARN"":""arn:aws:logs:us-west-1:186711982655:log-group:/aws/lambda/s3-data-to-elastic-search:log-stream:2023/05/02/[$LATEST]e713466725ef4d33a12ced46b63d840d""}],""eventType"":""AwsApiCall"",""apiVersion"":""20140328"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management"",""sessionCredentialFromConsole"":""true""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7RONQJXTRT:ecs-service-scheduler"",""arn"":""arn:aws:sts::186711982655:assumed-role/AWSServiceRoleForECS/ecs-service-scheduler"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7UKU34N5U"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7RONQJXTRT"",""arn"":""arn:aws:iam::186711982655:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS"",""accountId"":""186711982655"",""userName"":""AWSServiceRoleForECS""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T04:23:36Z"",""mfaAuthenticated"":""false""}},""invokedBy"":""ecs.amazonaws.com""},""eventTime"":""2023-05-02T04:27:48Z"",""eventSource"":""elasticloadbalancing.amazonaws.com"",""eventName"":""DescribeTargetHealth"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs.amazonaws.com"",""userAgent"":""ecs.amazonaws.com"",""requestParameters"":{""targetGroupArn"":""arn:aws:elasticloadbalancing:us-west-1:186711982655:targetgroup/news-a-Targe-OOCQCKSPDHXD/bb581df1243e19ea""},""responseElements"":null,""requestID"":""64c9789d-0146-4bc4-baba-9540c3732ef9"",""eventID"":""cc50553d-ee4b-4b41-8711-007d849fbc38"",""readOnly"":true,""eventType"":""AwsApiCall"",""apiVersion"":""2015-12-01"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7RONQJXTRT:ecs-service-scheduler"",""arn"":""arn:aws:sts::186711982655:assumed-role/AWSServiceRoleForECS/ecs-service-scheduler"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7UKU34N5U"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7RONQJXTRT"",""arn"":""arn:aws:iam::186711982655:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS"",""accountId"":""186711982655"",""userName"":""AWSServiceRoleForECS""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T04:23:36Z"",""mfaAuthenticated"":""false""}},""invokedBy"":""ecs.amazonaws.com""},""eventTime"":""2023-05-02T04:27:48Z"",""eventSource"":""elasticloadbalancing.amazonaws.com"",""eventName"":""DescribeTargetGroups"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs.amazonaws.com"",""userAgent"":""ecs.amazonaws.com"",""requestParameters"":{""targetGroupArns"":[""arn:aws:elasticloadbalancing:us-west-1:186711982655:targetgroup/news-a-Targe-OOCQCKSPDHXD/bb581df1243e19ea""]},""responseElements"":null,""requestID"":""b7da4a1c-4f4f-4a08-8173-cbcc81544015"",""eventID"":""68186a7a-16bc-4e75-8ed9-7ceff7cb515e"",""readOnly"":true,""eventType"":""AwsApiCall"",""apiVersion"":""2015-12-01"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7QWFVFXKT3:1c2f8a08fba34cdba016ebfe713804c3"",""arn"":""arn:aws:sts::186711982655:assumed-role/ecsTaskExecRole/1c2f8a08fba34cdba016ebfe713804c3"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7Q4D4PHVD"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7QWFVFXKT3"",""arn"":""arn:aws:iam::186711982655:role/ecsTaskExecRole"",""accountId"":""186711982655"",""userName"":""ecsTaskExecRole""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T04:27:30Z"",""mfaAuthenticated"":""false""}}},""eventTime"":""2023-05-02T04:27:30Z"",""eventSource"":""logs.amazonaws.com"",""eventName"":""CreateLogStream"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""13.52.178.135"",""userAgent"":""Docker 20.10.23 (linux) aws-sdk-go/1.28.11 (go1.18.9; linux; amd64)"",""requestParameters"":{""logGroupName"":""/ecs/news-app-task"",""logStreamName"":""ecs/news-app-container/1c2f8a08fba34cdba016ebfe713804c3""},""responseElements"":null,""requestID"":""e29e34bc-adb7-4c41-a0b7-d80daa807bc7"",""eventID"":""5cd70cd1-8a2e-4cd2-a693-8f7884af3ab9"",""readOnly"":false,""eventType"":""AwsApiCall"",""apiVersion"":""20140328"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management"",""tlsDetails"":{""tlsVersion"":""TLSv1.2"",""cipherSuite"":""ECDHE-RSA-AES128-GCM-SHA256"",""clientProvidedHostHeader"":""logs.us-west-1.amazonaws.com""}}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7V7PPVNC4I:i-09bd9a14a2a234ff6"",""arn"":""arn:aws:sts::186711982655:assumed-role/ecsInstanceRole/i-09bd9a14a2a234ff6"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI75L3LZEF7"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7V7PPVNC4I"",""arn"":""arn:aws:iam::186711982655:role/ecsInstanceRole"",""accountId"":""186711982655"",""userName"":""ecsInstanceRole""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T01:48:48Z"",""mfaAuthenticated"":""false""},""ec2RoleDelivery"":""2.0""}},""eventTime"":""2023-05-02T04:27:48Z"",""eventSource"":""ecs.amazonaws.com"",""eventName"":""SubmitTaskStateChange"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""13.57.58.18"",""userAgent"":""Amazon ECS Agent - v1.70.1 (*1a723666) (linux) (+http://aws.amazon.com/ecs/)"",""requestParameters"":{""cluster"":""news-ec2-cluster"",""reason"":"""",""status"":""STOPPED"",""pullStartedAt"":""May 2, 2023 12:28:31 AM"",""executionStoppedAt"":""May 2, 2023 4:27:48 AM"",""containers"":[{""exitCode"":137,""networkBindings"":[{""bindIP"":""0.0.0.0"",""containerPort"":8080,""hostPort"":32791,""protocol"":""tcp""}],""reason"":""OutOfMemoryError: Container killed due to memory usage"",""status"":""STOPPED"",""runtimeId"":""73e3b509ba7a7beb25dd8d0e34b44f651be50bfb240bac16f91dbe54bd7be7c6"",""containerName"":""news-app-container"",""imageDigest"":""sha256:ce59a6f67cfd8a612ee42257b8229ba14d8c33001ab527c48b7b6cf638ca712a""}],""task"":""arn:aws:ecs:us-west-1:186711982655:task/news-ec2-cluster/d93d69b60cdd44cfa1cf1a9962dcc8a0"",""pullStoppedAt"":""May 2, 2023 12:28:31 AM""},""responseElements"":{""acknowledgment"":""ack""},""requestID"":""edfd674e-533f-4430-9fae-9296436e989e"",""eventID"":""f222c252-fa64-49f6-91a8-89c40969c122"",""readOnly"":false,""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management"",""tlsDetails"":{""tlsVersion"":""TLSv1.2"",""cipherSuite"":""ECDHE-RSA-AES128-GCM-SHA256"",""clientProvidedHostHeader"":""ecs.us-west-1.amazonaws.com""}}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AssumedRole"",""principalId"":""AROASW6HGYI7RONQJXTRT:ecs-service-scheduler"",""arn"":""arn:aws:sts::186711982655:assumed-role/AWSServiceRoleForECS/ecs-service-scheduler"",""accountId"":""186711982655"",""accessKeyId"":""ASIASW6HGYI7TUSL66IS"",""sessionContext"":{""sessionIssuer"":{""type"":""Role"",""principalId"":""AROASW6HGYI7RONQJXTRT"",""arn"":""arn:aws:iam::186711982655:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS"",""accountId"":""186711982655"",""userName"":""AWSServiceRoleForECS""},""webIdFederationData"":{},""attributes"":{""creationDate"":""2023-05-02T04:27:57Z"",""mfaAuthenticated"":""false""}},""invokedBy"":""ecs.amazonaws.com""},""eventTime"":""2023-05-02T04:27:57Z"",""eventSource"":""elasticloadbalancing.amazonaws.com"",""eventName"":""DescribeTargetGroups"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs.amazonaws.com"",""userAgent"":""ecs.amazonaws.com"",""requestParameters"":{""targetGroupArns"":[""arn:aws:elasticloadbalancing:us-west-1:186711982655:targetgroup/news-a-Targe-OOCQCKSPDHXD/bb581df1243e19ea""]},""responseElements"":null,""requestID"":""de1dfff8-9d94-4c1d-a2c6-8ceebb6b63d1"",""eventID"":""590ed492-d204-4308-ac32-dc8e8adf5ed1"",""readOnly"":true,""eventType"":""AwsApiCall"",""apiVersion"":""2015-12-01"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""eventCategory"":""Management""}"
1683001718597,"{""eventVersion"":""1.08"",""userIdentity"":{""type"":""AWSService"",""invokedBy"":""ecs.amazonaws.com""},""eventTime"":""2023-05-02T04:27:57Z"",""eventSource"":""sts.amazonaws.com"",""eventName"":""AssumeRole"",""awsRegion"":""us-west-1"",""sourceIPAddress"":""ecs.amazonaws.com"",""userAgent"":""ecs.amazonaws.com"",""requestParameters"":{""roleArn"":""arn:aws:iam::186711982655:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS"",""roleSessionName"":""ecs-service-scheduler"",""durationSeconds"":900},""responseElements"":{""credentials"":{""accessKeyId"":""ASIASW6HGYI7TUSL66IS"",""sessionToken"":""IQoJb3JpZ2luX2VjEK3//////////wEaCXVzLXdlc3QtMSJHMEUCIHeR2zPHqdvC+vYzbWUeMMqX3EySz20OIdyXzQCkzwIJAiEAvoM3wQJmplIbUBDQXlXoiwoYCttNAdkZdlTLx93ki8Qq2wIItv//////////ARAAGgwxODY3MTE5ODI2NTUiDHvijPqFmRSDyfPHjSqvAlAkAbQw6x6VkosqcybmcTRexw/Xb3MhysrW2Tnw2O0JBb+yIT7f0ce7Y1qJ33Z3r0L2TNKtW6af5L4KapEvrlAeXSN4ucsQyX0KXWMAn6EAmXyE7eK9Y7whTZBeu9JWfLkPMf9aJOzcAjlyfK1NMd/4cFfZFGHrqdvs5qmyuQoDrNmN5Ugo9gW7+RzRowiCdBAV7sNXTaEVXih1dFx0M8SxiJODkDFKhxz+GTTLWn71sHnwoeE5DDWacB0vmqqL9hB7PPFjq+klmYVFcVA92IonIrZICKeQceCcOHYXZIZWrm5iQcZgcrnmpZwNTyeFMu2I/tkxeChEv2uX2d+8sMjWpWzpWF1HPcZ4VzsgA5zIAKOUNHY4OLOHYKStKt8OFMExQGM5cWDJpiDWsDwksDDNosKiBjq/AUUUzRTBen9j3N+f/97rP6j/Sx/QIHtVgTNDSb+8IueXb5YWv5qNtjzT/6k15ms8cREcbWm5t+sNyVu3SufFQmHyvuJKTMr7i7pTgb3AFEqw/TthRQFrvXgorY59UIi3tE8uyVkJ68pHdHEd3S1X0usJx9cVy+wTxNEuy3sfw5kG2DpUqetpNnORuAAvf3ic1UvfNkQVDQgOKuSNs0QhMB2wpX618e/L7p6X6tXQLPDa2ottnlH5fF4Ould23doY"",""expiration"":""May 2, 2023, 4:42:57 AM""},""assumedRoleUser"":{""assumedRoleId"":""AROASW6HGYI7RONQJXTRT:ecs-service-scheduler"",""arn"":""arn:aws:sts::186711982655:assumed-role/AWSServiceRoleForECS/ecs-service-scheduler""}},""requestID"":""f5dc226b-9068-455b-80c0-8fe862fcdd81"",""eventID"":""6045a9bb-74cf-4c46-9b7b-e3e098bf9b3a"",""readOnly"":true,""resources"":[{""accountId"":""186711982655"",""type"":""AWS::IAM::Role"",""ARN"":""arn:aws:iam::186711982655:role/aws-service-role/ecs.amazonaws.com/AWSServiceRoleForECS""}],""eventType"":""AwsApiCall"",""managementEvent"":true,""recipientAccountId"":""186711982655"",""sharedEventID"":""c340db09-0b6f-4c24-97bb-63d076cf943c"",""eventCategory"":""Management""}"
